id,name,review_count,yelping_since,useful,funny,cool,fans,average_stars,compliment_hot,compliment_more,compliment_profile,compliment_cute,compliment_list,compliment_note,compliment_plain,compliment_cool,compliment_funny,compliment_writer,compliment_photos
DuzZ68TZWlQ3mALJZ0ASVQ,Karmen,149,"2011-12-25 00:00:00",30,26,14,10,3.62,23,3,1,1,1,25,18,19,19,20,1
Dv-EKgxMml70qZDTASq8iw,Ted,267,"2010-09-14 00:00:00",1600,762,931,59,4.22,61,7,6,1,1,35,163,208,208,69,13
DvBjlWUlubcRoAuOU_OKMQ,Phil,39,"2013-04-07 00:00:00",6,0,0,2,3.79,0,0,0,0,0,0,5,1,1,0,0
DvcAC_nlKaTDsHcA8Slagw,Jon,817,"2008-02-03 00:00:00",46,31,35,48,3.78,46,10,6,0,1,22,54,66,66,58,14
dVd_3Fxu7eXmyvdsTS05QQ,Julie,224,"2008-08-26 00:00:00",21,13,7,8,4.16,18,0,0,0,0,5,13,7,7,1,0
DVHeHJWyDetbsfVKre886A,Frank,94,"2009-06-20 00:00:00",2037,173,1992,95,3.66,159,17,7,0,0,122,594,613,613,69,275
Dvhpx9eZZIxOCOJJ-rMK8w,Daniel,27,"2013-03-25 00:00:00",66,17,16,1,3.52,0,0,0,0,0,1,1,0,0,0,0
dVIDprOTZrLz_IqhVMe81A,Jane,49,"2012-06-10 00:00:00",3,0,0,2,4.02,1,0,0,0,0,1,0,0,0,0,0
DVJkDHfRy10H6UnxGiMp0g,Norbert,21,"2010-09-04 00:00:00",0,0,0,0,3.32,0,0,0,0,0,0,0,0,0,0,0
dvkqHN9hNx3zqXg6rGXMFw,Serggio,117,"2013-03-01 00:00:00",1,2,1,7,4.18,7,0,2,0,0,4,11,12,12,2,0
dVLIGRH8M1zY7r76ZkN7Ig,Nakia,29,"2014-11-13 00:00:00",0,0,0,0,3.62,0,0,0,0,0,0,0,0,0,0,0
dVqVOuMx9s9fbj4AbLrv7A,Greg,35,"2008-12-10 00:00:00",53,6,3,2,4.25,1,0,0,1,0,2,2,1,1,0,0
Dvqz50vPqx-AvU_sqx1u4Q,Jessica,74,"2009-03-27 00:00:00",9,5,3,1,3.38,0,0,0,0,0,0,0,1,1,0,0
DVuPJHEeQTmmInnGlnDQMg,Mariko,42,"2011-08-01 00:00:00",87,26,2,3,4.3,0,0,0,0,0,1,0,1,1,0,0
dvXn4fiE6z2dgKSvIO2wXg,Darlene,120,"2009-08-25 00:00:00",13,12,13,6,3.53,3,0,0,0,0,5,7,9,9,4,2
dVYmwFWuFwuV3ay2VK5UbA,Nick,65,"2012-07-17 00:00:00",19,8,3,3,4.38,0,0,0,0,0,0,1,0,0,0,0
dw-NP2l1oHOYcEd8a0kX6A,L,49,"2010-02-04 00:00:00",4,1,0,0,3.91,0,0,0,0,0,1,1,1,1,0,0
DW2Blkgqs7Qsp_v16Ha0RA,Robert,76,"2009-03-13 00:00:00",12,0,1,1,4.16,0,0,0,0,0,2,2,1,1,0,1
dw2T8SFAU3f1MjN-zOaS7w,Alex,119,"2008-02-06 00:00:00",38,38,26,14,3.71,16,8,0,0,0,4,43,17,17,6,2
dW8VyCd9gkVyKkmBPYOlmg,Christina,205,"2013-05-31 00:00:00",16,2,0,6,3.91,2,0,0,0,0,1,1,2,2,3,1
dWBGpOmCkMSEu9OY-1IKRQ,Eugene,88,"2011-04-17 00:00:00",83,3,32,3,4.35,0,0,0,0,1,1,1,3,3,1,6
DwC83r9nBAHbjbHad3v0qg,Joe,40,"2013-10-14 00:00:00",0,0,0,0,4.39,0,0,0,0,0,0,0,0,0,0,0
dwCLkJrxOm2tv5nwOEq9jg,Lucy,186,"2009-08-30 00:00:00",28,2,10,2,4.18,0,0,0,0,0,2,2,2,2,0,1
DwFidt3afROOHsmkqTnXSA,Amy,55,"2013-09-26 00:00:00",4,4,3,3,4.03,0,0,0,0,0,0,1,0,0,0,0
DWfos3PxcrkqAJoAZHEg3A,Jesse,143,"2011-05-01 00:00:00",6,0,4,4,3.74,0,0,0,0,0,1,0,0,0,1,0
DWFTuVlhzEajYEsmKJjucw,Mike,133,"2010-05-29 00:00:00",800,614,647,9,3.76,1,1,1,1,0,12,15,7,7,4,2
dwHaW-eG9QEaXghclhGV4Q,Kristie,66,"2013-06-27 00:00:00",19,2,1,0,2.36,0,0,0,0,0,0,0,0,0,0,0
DWK38d0zx-v4UN1YcH0ylA,Cindy,22,"2013-09-13 00:00:00",0,0,0,0,3.61,0,0,0,0,0,0,0,0,0,0,0
dwmciE9bB4Naug5SvM8KZA,Chris,102,"2012-05-01 00:00:00",32,2,4,3,4.27,0,0,0,0,0,3,5,1,1,2,0
dwmUKBXnTCDuewkCb7QooA,Jeanette,384,"2007-11-21 00:00:00",11,6,2,69,3.57,24,4,2,1,0,15,17,28,28,28,13
DWMw8K8bVeuJ0ychFk5FTg,Rob,32,"2008-03-07 00:00:00",8,0,0,1,3.56,0,0,0,0,0,0,1,0,0,0,0
DWNhUL-lAweMY6opa1hfWg,Derek,20,"2009-09-19 00:00:00",0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0
DwNOWjyt6S2wHO7-NUjBdA,Sarah,46,"2013-11-18 00:00:00",2,3,0,2,4.6,0,0,0,0,0,1,3,0,0,0,0
DWpBrTLupON23z9pJHaONA,Mark,32,"2011-01-05 00:00:00",7,1,6,3,3.94,0,1,0,0,0,0,0,0,0,1,0
DWpDDBJvO_fLqhwEwY2joQ,Simone,563,"2013-01-28 00:00:00",177,96,126,19,3.93,4,0,1,0,0,10,12,12,12,6,4
dWPZBffK5SqXC3I1oqqo9g,"Ava Elizabeth",53,"2013-02-15 00:00:00",7,7,1,3,4.37,0,0,0,0,0,0,0,0,0,0,0
dwswTG5kjWrSFOztwbPS2Q,David,38,"2014-10-02 00:00:00",87,8,64,4,4.9,0,0,0,0,0,0,2,1,1,0,2
dWUpHH4b4cScT2ymMaoEGg,Jacqueline,263,"2009-02-19 00:00:00",255,269,258,138,3.71,173,20,17,31,1,62,118,130,130,84,38
dwU_-mPcylGL2vHvpz83aA,Stefanie,172,"2010-07-14 00:00:00",138,79,76,4,3.85,1,0,0,2,0,0,1,1,1,1,1
DwYGxx13rXJmp9qNzNVFPw,Tiffany,41,"2013-01-01 00:00:00",17,5,0,1,4,0,0,0,0,0,0,0,0,0,0,0
dx7AKInh_IV9p2upy3F0MA,Mary,195,"2013-07-15 00:00:00",13,2,1,13,4.07,5,1,0,0,0,5,15,5,5,9,4
DX8QajU6qK76ooaHvdehbA,Steve,21,"2011-10-09 00:00:00",5,1,7,2,3.45,2,0,0,0,0,0,0,0,0,1,0
DX9ojGfWMy16e_rY-dkG5g,Pam,296,"2013-04-13 00:00:00",520,244,432,19,3.62,7,1,1,1,0,14,24,14,14,13,8
dxcaUoNnmrLAoK03gP3wHw,Alissa,56,"2013-07-30 00:00:00",2,0,0,0,4.05,0,0,0,0,0,2,0,1,1,0,0
dXCcQD7RyStWmmG-8hkiPA,Sherry,319,"2014-09-07 00:00:00",3796,351,938,34,4.2,68,27,9,1,0,112,217,304,304,78,64
dxcefZC7Hlt3_kqPBsJNrQ,LisaMarie,32,"2013-04-29 00:00:00",23,5,0,1,3.49,0,0,0,0,0,0,0,0,0,0,0
dxeMu-nrgO8ZXu2WunVefg,Adam,33,"2013-07-16 00:00:00",7,2,0,1,4.48,1,0,0,0,0,1,0,0,0,2,0
dxEQTQ5vj8nctV5E_RlKIQ,Juan,313,"2010-08-03 00:00:00",417,68,290,16,4.08,1,2,1,0,0,10,22,26,26,11,11
DxgEnAWzPUEuXEMfhU8yjw,Rachel,364,"2009-12-17 00:00:00",429,309,324,55,4.44,21,4,4,2,2,19,41,47,47,43,16
dXgvqyCc67GQAYC1hQHQbQ,Alvin,22,"2007-11-06 00:00:00",3,4,1,1,3.36,1,0,0,0,0,2,0,0,0,0,0
dxHlGAGoaXrVrdpGE2nt6Q,Jennifer,27,"2011-11-29 00:00:00",6,0,1,1,4.44,0,0,0,0,0,0,0,2,2,0,0
dXHNSWKusm4wQ6XHm-WEmQ,Christina,187,"2009-09-11 00:00:00",111,61,37,24,3.72,11,0,1,3,0,5,11,2,2,2,7
dXIO-WFQJ8pwQ5M2STewZA,George,185,"2012-09-15 00:00:00",110,17,15,5,4.03,0,1,1,0,0,1,15,6,6,1,2
dxjehLpGgh08vby2BksV6g,Kyara,143,"2013-05-03 00:00:00",237,58,35,8,3.23,5,2,0,0,0,16,16,21,21,10,0
DxLeV9DjaiKwcbvYFvHv-A,Josh,427,"2012-02-21 00:00:00",1410,461,853,26,4.15,30,1,1,0,0,29,81,89,89,71,34
DXn3F6qSvw7O1tgN_3fDlg,Cassie,46,"2012-12-03 00:00:00",2,0,1,3,3.98,0,0,0,1,0,9,0,3,3,5,2
dXnlJ6ELbqIAfB79g3t3ag,Acelyn,558,"2011-08-31 00:00:00",566,534,538,73,3.66,71,12,2,0,0,49,49,114,114,92,7
DxnPs2r2BvaEyOrK5iho-A,Zhengyang,29,"2014-09-25 00:00:00",1,2,3,1,3.97,0,0,0,0,0,0,0,1,1,0,2
DXtEgOQ5ayXvNQjJxkDVHA,Italian,25,"2009-06-21 00:00:00",3,0,0,0,4.07,0,0,0,0,0,0,0,1,1,0,0
DxWxfLM07_Ln1xPXUFo1ig,Nancy,34,"2011-11-19 00:00:00",6,0,0,1,4.19,0,0,0,0,0,1,0,1,1,1,1
dxzENIwnxH6wnc6zueYnVA,Azusa,472,"2015-05-18 00:00:00",4469,1432,1874,136,3.52,58,15,2,0,1,103,178,231,231,30,243
dy0ADsvKabA_TLbCiDrTfg,Alpha,20,"2009-11-18 00:00:00",1,0,0,0,3.77,0,0,0,0,0,0,0,1,1,0,0
dy2dCDIUImTMsj7aRugAFQ,Ara,265,"2014-09-05 00:00:00",3,2,0,5,3.33,4,0,0,0,0,5,2,6,6,1,2
dY6GK465j-kLlrXalgdsNA,Tiffany,219,"2008-08-01 00:00:00",2,1,7,9,4.32,2,1,1,0,0,8,4,7,7,0,2
Dy8lVFcBiUgZ7aSIK1VS7w,michelle,31,"2011-11-28 00:00:00",17,0,2,1,3.13,0,1,0,0,0,0,0,0,0,0,0
DYc6SH1WSY13knFOdI-ymg,Jasmine,42,"2008-03-03 00:00:00",72,34,65,7,3.62,6,0,1,0,0,2,7,6,6,2,5
dYCmh8rJl_ZkC_mt70ZDhQ,Johnny,402,"2009-01-20 00:00:00",236,46,159,23,3.66,61,15,6,6,0,53,308,217,217,40,26
dYgcrxIi38eJh53NddnFYQ,Stephen,252,"2009-10-03 00:00:00",193,150,157,14,3.8,8,9,1,0,0,8,7,11,11,9,2
dYJPAlkQx_K7WVfbg3aj7A,Kay,201,"2010-07-03 00:00:00",37,10,7,6,3.71,2,2,0,0,0,10,8,4,4,10,0
DyjValwrsVpfpHZkcPUwdQ,Lola,240,"2012-09-09 00:00:00",570,63,16,9,3.25,1,3,0,0,0,6,14,3,3,4,3
dYK4LaWd9WI_w86Q8HZfNQ,Natalie,234,"2014-09-07 00:00:00",16,3,2,12,4.18,13,3,0,0,0,3,4,20,20,5,1
dyMBOvOs16wJ5-z9Zb4SXQ,Robin,24,"2012-09-15 00:00:00",1,2,0,2,3.84,0,0,0,1,0,0,0,0,0,1,0
dyq9D5hpp1jTDX8yc8esaw,Laura,35,"2011-12-26 00:00:00",4,1,3,2,3.93,0,0,0,0,0,1,0,0,0,0,0
DyQpYGALYV-WmKfb5rThGw,Jenn,61,"2011-01-14 00:00:00",4,1,0,5,4.18,1,1,0,1,0,1,1,5,5,0,0
dyruvtZoMdbyEuXGzgCnHw,V,27,"2010-12-29 00:00:00",16,2,0,0,3.9,0,0,0,0,0,1,4,0,0,0,0
DySKpJO5I-QlXA7X8mq0ew,John,38,"2012-12-29 00:00:00",0,0,0,2,3.32,0,0,0,0,0,1,1,0,0,1,0
DytBaxn9jjHT0ZaWUYbYbw,Sean,457,"2010-12-27 00:00:00",60,19,15,22,3.74,18,8,2,3,0,46,30,36,36,10,7
DYTGA64U3xGAv_exPCCWUQ,Stephanie,83,"2009-05-23 00:00:00",15,0,1,3,3.65,0,0,0,0,0,2,1,1,1,0,2
DYYI6nPNnLpGu1OSMCU4cg,Liz,25,"2011-03-18 00:00:00",14,4,3,4,4.13,2,0,0,0,0,1,1,2,2,0,0
dyz2CdZBqkDYyPw1kTrfmg,Janet,185,"2012-07-24 00:00:00",43,1,16,16,3.63,1,1,0,1,0,3,8,2,2,1,3
Dy__HuhDIssUVL_Wi3jhvA,Brandon,25,"2013-01-22 00:00:00",1,0,0,0,3.27,0,0,0,0,0,0,1,0,0,0,0
dZ-IXn5JjTboUxnbMdYCjQ,Breeze,28,"2009-07-14 00:00:00",8,3,2,0,3.46,0,0,0,0,0,1,1,0,0,0,0
DZ1MF3OoRFlEzseyFVkz-g,Juvie,216,"2010-06-23 00:00:00",200,38,33,18,3.57,6,2,1,0,0,3,16,8,8,5,0
Dz1pqzh4ECXxQI6y3sg8bw,Boyoung,186,"2008-04-16 00:00:00",18,11,9,4,4.08,5,2,2,0,1,2,7,12,12,6,0
dZ7eJ53ZjmdGxclw16ijRw,Stephanie,108,"2011-11-08 00:00:00",8,2,3,1,3.66,3,0,0,0,0,4,4,2,2,0,0
Dz9Ewt-zUOjYnW1a7dAlag,Ernest,41,"2015-09-04 00:00:00",0,1,0,2,4.02,0,0,0,0,0,0,0,1,1,0,0
Dzb0xm3kSlQ9m-0GrmOH0A,Marcel,32,"2012-05-08 00:00:00",0,0,0,2,3.94,0,0,0,0,0,0,1,0,0,0,0
dZBXRw0BtYd-C3MEjtHUFw,damon,55,"2007-01-22 00:00:00",9,3,4,9,4.45,6,3,0,0,1,10,3,5,5,4,0
dZEHT05Eh2s9OtxRbvxnBg,Tracy,48,"2010-07-05 00:00:00",1,0,0,1,3.8,1,0,0,0,0,0,0,0,0,1,0
dZHSuHv4-h6elZetqP7MdQ,G,54,"2007-12-10 00:00:00",14,3,3,0,4.11,0,0,0,0,0,1,1,0,0,2,0
dZiLYukL_57-AiTWRV_geg,Anna,44,"2011-07-30 00:00:00",1,0,0,0,3.4,0,0,0,0,0,1,1,0,0,0,0
DZIQJxA-l4WkNdXhzhGcMg,kayla,53,"2011-05-31 00:00:00",0,0,2,2,3.21,0,0,1,0,0,0,0,1,1,0,0
DzluLFafVgVZeBHVtxYqjQ,Rafael,21,"2014-05-01 00:00:00",3,0,0,0,3.77,0,0,0,0,0,2,2,0,0,0,0
DZMIRjbNLmoX34oU2pf68Q,Paola,61,"2011-03-09 00:00:00",3,1,3,0,3.15,1,0,0,0,0,1,1,0,0,0,0
DZn5VvPs-xQu2FmBZOkJPg,Andrew,141,"2012-04-08 00:00:00",4,4,3,3,3.66,1,0,0,0,0,6,5,2,2,0,0
dZNFVyvkVmM1J331SmHW2A,Lily,265,"2008-09-10 00:00:00",55,22,15,30,3.56,27,8,3,7,4,13,14,27,27,19,7
dznuycetz6JgZ_sj2yZeFg,Abdul,44,"2010-09-30 00:00:00",5,1,0,0,4.5,0,0,0,0,0,0,1,0,0,1,0
DZO2lmlHi41X19g9U44I1w,Laurie,974,"2009-07-21 00:00:00",197,20,112,58,4.11,30,8,1,1,0,30,53,63,63,58,3
DZPjK4I3r-gbkD29qAqKEw,Lilit,98,"2012-04-07 00:00:00",26,5,6,1,3.65,1,0,1,0,0,0,3,1,1,1,0
DzqBEfK19FmugI0f47aN_Q,Katrin,73,"2014-01-28 00:00:00",18,0,10,3,3.22,1,0,0,0,0,2,1,0,0,0,0
DZtxcCU5C9KUmmqNocZgnA,Alisa,63,"2008-02-11 00:00:00",6,4,1,5,3.51,6,1,0,0,0,3,0,9,9,1,0
DZUsoM10V7BPu4hfXUmJYw,Daniel,23,"2011-10-30 00:00:00",1,1,0,0,4.26,0,0,0,0,0,0,0,0,0,0,0
DZWcj2TkUpsaosWJNy6SUA,A,24,"2011-01-24 00:00:00",3,4,1,0,3.7,0,0,0,0,0,0,0,1,1,0,0
d_-ypwVYiP-DswClkAg8Iw,Anne,1611,"2008-11-30 00:00:00",501,459,525,266,4.19,81,28,10,4,3,87,189,215,215,139,128
D_3cxLBgRPr9YNzgewY4eQ,Kimthy,280,"2010-08-17 00:00:00",288,40,123,15,3.87,4,3,0,2,0,4,6,11,11,5,3
d_aZQ9KQY-lQBh-X4eIDtQ,Matthew,32,"2011-12-24 00:00:00",5,2,0,0,3.56,0,0,0,0,0,0,0,0,0,0,0
D_ClILAvqdCdoFzggGY8ww,Jeff,31,"2011-04-28 00:00:00",5,2,0,0,4.26,0,0,0,0,0,0,0,0,0,0,0
d_E5gi8exR_HRQdX9wLOpw,Steph,31,"2013-10-04 00:00:00",10,0,1,0,3.31,0,0,0,0,0,0,1,0,0,0,0
d_j4KWqzflhbA1o5QTz6iA,Annie,51,"2010-03-24 00:00:00",10,14,12,3,4.04,3,0,0,0,0,1,2,3,3,3,0
d_lH1CZ82fs6dk2wiktZuQ,Edkimjones,43,"2009-02-26 00:00:00",5,2,5,1,4.61,1,0,0,0,0,0,1,0,0,0,0
d_MqmhkrrR80Eub5h3gTWA,Lauren,101,"2011-03-20 00:00:00",5,8,3,6,3.25,0,2,0,0,0,0,3,1,1,0,0
D_qgxX_jHJSVJpACX8CDVQ,DARYL,43,"2010-10-31 00:00:00",26,7,9,0,3.89,0,0,0,0,0,0,0,0,0,0,0
D_ryvDT7qycNkhM_kgFlSw,G,65,"2011-08-28 00:00:00",7,3,12,0,3.96,0,0,0,0,0,0,0,0,0,0,0
d_TBs6J3twMy9GChqUEXkg,Jennifer,1805,"2010-12-27 00:00:00",26,15,9,83,3.58,91,11,5,4,2,73,87,170,170,83,4
D_xYNiL2c1G-gVzRmKY5yw,Jessica,226,"2012-05-22 00:00:00",84,9,9,11,3.63,9,1,0,1,0,6,8,4,4,5,2
e-1X-FLmRhAy-itsSbOdjA,Eva,228,"2012-01-03 00:00:00",40,14,31,27,4.77,10,1,1,0,0,3,6,15,15,4,9
E-3R94NxmsI6bvCS1EA2gw,Michellee,92,"2009-07-23 00:00:00",43,16,10,7,4.06,13,2,1,3,0,5,24,10,10,5,4
E-jq5s8urMVck4VPJf7LQQ,Jacque,82,"2006-12-11 00:00:00",8,2,1,1,2.84,1,1,0,0,0,2,11,5,5,0,0
e-Ped8JntyoAqN3UjGrlkA,Doreen,90,"2014-12-23 00:00:00",13,0,0,3,3.85,0,0,0,0,0,0,1,1,1,0,0
e-sQ7oGQElAaaE5OH6b55g,Dave,412,"2011-05-16 00:00:00",5731,2869,5127,128,3.93,2281,106,127,17,7,710,3200,4661,4661,867,1655
e-uR0uACjDx9lFE2rBEDrA,Angela,212,"2011-04-02 00:00:00",3,1,0,8,3.93,1,1,0,0,0,5,0,4,4,3,1
e-VkEFhQwMD6u1iy7TkL8Q,Joon,88,"2012-01-20 00:00:00",60,5,13,4,4.49,0,0,0,0,0,0,2,0,0,0,0
e-xD5Q7xr4LodvfR28_z4g,Laura,38,"2011-06-27 00:00:00",1,1,0,2,4.85,0,1,0,0,0,0,0,1,1,0,0
E-XiovebzHIzm2qGLRhzLA,Marshall,50,"2011-11-25 00:00:00",1,0,0,0,3.3,1,0,0,0,0,0,1,0,0,0,1
e-zo0flGugVGS_QSRnI9TQ,Wendy,130,"2011-12-18 00:00:00",5,2,0,4,3.77,0,1,0,0,0,2,3,2,2,2,1
e-zrs_l9r17ulzAzByKemQ,Chrissy,209,"2009-04-07 00:00:00",7,4,5,4,3.7,0,0,0,0,0,3,2,2,2,2,0
E08iscTU73ioVEaU2_ZWCQ,"Jenny C",21,"2013-09-02 00:00:00",7,1,0,1,4.19,0,0,0,0,0,0,0,0,0,0,0
E0hnzH2Kx50pYjIOhMxfuA,Eddie,1207,"2009-03-16 00:00:00",14,11,3,79,3.5,38,10,5,2,1,77,56,63,63,85,22
E0jajhdmWgf_3MVoVDhe7Q,Zaven,128,"2014-09-09 00:00:00",87,24,16,6,3.79,6,0,1,0,1,2,3,4,4,0,1
E0jSWDIKgSLzInfPRvT4uQ,Jean,192,"2006-12-06 00:00:00",0,2,0,8,3.91,21,0,1,1,0,3,3,29,29,5,0
e0mzFrxnOVQkBY_ftXEDZw,Yen-tso,69,"2011-07-29 00:00:00",0,0,1,3,3.81,1,0,0,0,0,0,2,1,1,1,1
e0nbbc8lr0NSvtpQasN2FQ,Anastacia,211,"2011-04-24 00:00:00",48,10,0,5,3.78,6,0,0,0,0,2,0,2,2,1,2
E1-RW8xoCrQaKdOFIm1LNg,Debbie,28,"2014-03-02 00:00:00",5,1,0,0,3.43,0,0,0,0,0,0,0,0,0,0,0
E19IMURE4WEoCnvDx-bylg,Warren,188,"2007-11-25 00:00:00",619,784,159,14,4.15,56,10,10,0,2,58,80,109,109,34,4
e1dYw-1Km6IAwXlOLIMAeg,Jay,552,"2011-01-18 00:00:00",1103,511,357,30,3.48,22,6,2,0,0,24,59,34,34,22,39
E1GkZpXdDNEjgukvyOL22Q,Mitchal,148,"2009-12-24 00:00:00",155,145,151,3,3.74,3,0,0,0,0,2,3,4,4,2,1
E1jR_BAfdiBVw5bgbwwR6A,Connie,22,"2005-03-18 00:00:00",0,0,0,3,3.5,0,1,0,3,0,0,0,1,1,1,0
E1KlcWb0qYwRSsR-iYzkXg,Joshua,57,"2013-03-10 00:00:00",4,0,0,5,3.88,0,0,0,0,0,1,1,0,0,0,0
E1Ly2m3xmMAyuylgptmfcA,R,224,"2007-01-07 00:00:00",9,3,1,3,3.28,3,3,0,0,0,3,1,5,5,0,2
E1ov1gHuGRJyYAfHYXYFUQ,Judy,121,"2008-11-09 00:00:00",5,0,2,3,4.3,2,2,0,0,0,3,1,1,1,0,0
E1p1QZj9sYDkoWLnIX-qsA,Vivek,317,"2009-04-11 00:00:00",4,0,1,3,3.98,2,0,0,0,0,1,7,6,6,2,1
e1wRuZ1AeH39p-QOdGT6Iw,Jon,24,"2012-12-31 00:00:00",2,0,0,0,3.71,0,0,0,0,0,0,2,0,0,0,0
e1xnXyB2kKPtbP1NmH3vSQ,Nikki,23,"2010-02-25 00:00:00",1,0,0,2,3.38,0,0,0,0,0,1,0,0,0,1,0
e1zdtVM0XNcuH-WTVlBaGA,Joshua,68,"2012-05-14 00:00:00",5,3,2,0,3.23,0,0,0,0,0,0,1,1,1,0,0
e23YlU0IuDgvVYyDxroAyg,Tony,21,"2013-06-15 00:00:00",7,1,0,1,3.57,1,0,0,0,0,0,0,0,0,0,0
E2emEGwwtVvOYbS9R6kF9A,Richard,30,"2014-09-21 00:00:00",9,6,8,4,4.15,0,1,0,0,0,1,1,2,2,0,0
E2jqR55v1-d3Bedm9Akczg,Jerry,28,"2014-10-12 00:00:00",0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0
E2k-JFzJIEiaj-JiycwVDA,Wil,162,"2011-04-21 00:00:00",6,3,3,12,4.57,1,0,0,0,0,1,4,1,1,0,1
e2ypOALWwGbh7gcYNQhYEA,Andrew,23,"2010-12-20 00:00:00",0,0,0,0,3.52,0,0,0,0,0,0,1,0,0,0,0
e2ZhIC04fdCZXTi4rElt_g,Steven,21,"2013-07-30 00:00:00",45,5,1,0,2.64,0,0,0,0,0,0,0,0,0,0,0
E2Zy2dIaBzR1CoAVb5j0eQ,Justin,113,"2010-08-25 00:00:00",0,6,1,3,3.86,0,0,0,1,0,0,0,1,1,1,0
e34SFC9cscwS00mbsSyOBQ,Nichole,118,"2013-02-10 00:00:00",0,0,0,8,3.85,4,1,0,2,0,2,3,11,11,7,1
e37Kof6FfUuE845PjYQvSQ,Annie,87,"2008-09-28 00:00:00",3,0,0,12,3.48,3,2,0,0,0,4,2,5,5,6,0
E3DhTZ720FSb2REOec0Wyg,Karen,240,"2011-03-25 00:00:00",3,3,4,8,4.09,4,0,1,0,0,2,8,4,4,2,0
E3gZHKSazW4seshZtyppWA,Kani,35,"2010-02-17 00:00:00",0,0,0,1,4.43,0,0,0,0,0,0,0,0,0,1,0
e3L8WXi1t481HuEk6yo8YA,Dustin,175,"2012-09-01 00:00:00",63,22,24,14,3.72,6,0,0,0,0,6,11,21,21,2,0
e3MFrnqdQICYViIbGvowAA,Sun,326,"2011-03-14 00:00:00",4782,4591,4608,41,4.27,43,3,2,3,0,41,128,145,145,26,41
e3Nmzz1u67pBsmHs8FvE8g,Sandra,48,"2015-08-13 00:00:00",32,3,43,1,3.96,1,0,0,0,0,0,0,0,0,0,0
E3pCccdUQSjJPHqU-uohFQ,Christopher,108,"2011-05-26 00:00:00",3,1,0,1,3.49,3,2,0,0,0,1,3,2,2,3,1
e3s1x4LLqfSkRTWDy_-Urg,hildiana,88,"2011-09-23 00:00:00",1,1,0,4,3.7,3,0,0,0,0,2,0,1,1,1,0
E3S7LRAsvuQ4gOpYOfRBxQ,Jenn,222,"2011-10-03 00:00:00",25,6,2,2,3.95,0,0,0,0,0,6,7,3,3,1,0
E3xzVQItf_NJpVnDt8VDUQ,Tom,168,"2011-05-24 00:00:00",115,26,41,12,4.04,1,3,1,0,0,7,5,4,4,3,1
e4-Bh67MYKBUoaQN5ZYxEA,Jimmy,150,"2007-06-03 00:00:00",14,12,0,9,3.63,0,2,1,0,0,0,3,1,1,0,4
e4c5ah4-mL6EtV-yKxVtpw,Veronica,188,"2010-07-11 00:00:00",105,59,30,14,3.73,7,2,3,1,0,5,8,33,33,7,1
e4cFfAwQeRjzlbw93MfHbQ,Carolina,214,"2009-02-19 00:00:00",10,3,2,8,3.64,2,3,0,0,0,8,1,10,10,1,0
e4CL4rUo8qwiIfWWRKsrNg,Mylan,116,"2012-03-19 00:00:00",45,2,29,10,4.03,13,1,1,0,0,9,33,25,25,31,4
e4db8XgxP3i-7eBNtmDYkA,Spencer,384,"2006-12-18 00:00:00",181,95,232,29,3.83,3,8,2,2,0,12,32,15,15,7,8
e4mp83NSAcseoVEq_U0azA,Sally,29,"2012-02-17 00:00:00",1,0,0,1,3.25,0,0,0,0,0,0,1,0,0,1,1
e4nQ0pAm1gRVcTfhMkJq1w,Bettina,115,"2010-09-11 00:00:00",0,0,0,3,3.85,1,1,0,0,0,0,0,1,1,0,0
E4rSnJybuVuM03ILTXsmwg,Pooja,197,"2016-03-29 00:00:00",3,0,0,6,4.36,1,0,0,0,0,1,2,1,1,0,0
e506t1PYQILIMSpUh1X0fQ,A,129,"2008-12-11 00:00:00",9,42,1,3,3.58,0,0,0,0,0,2,2,0,0,1,0
e5buRsXHw-xzVCh6j6D_yg,Ash,295,"2009-06-03 00:00:00",737,176,360,62,3.76,100,12,4,8,0,69,77,137,137,37,26
E5DnuX91UreL587Ny3q5zA,Jon,191,"2013-10-23 00:00:00",60,9,9,11,3.57,5,2,0,0,0,1,7,4,4,2,0
E5ElI7-HZc1xL0ATSIWTyw,JP,59,"2015-02-15 00:00:00",45,6,26,0,4.24,0,0,0,0,0,0,1,0,0,1,1
E5Fbnoe5f5a74A5auXjiBg,Eric,275,"2011-03-12 00:00:00",10,1,0,4,3.03,1,0,1,0,0,2,5,3,3,2,0
E5jvcjh1N_S0n_SrLVYYuw,Bianca,45,"2012-03-29 00:00:00",4,1,1,3,3.88,0,2,0,1,0,1,1,2,2,0,0
E5N4sNg1Y3sPc5Eat0LumQ,Rick,47,"2011-01-23 00:00:00",8,0,0,3,4.21,0,0,0,0,0,0,0,1,1,1,0
e5p2Id7dfJIlWvGnro9r0w,Meredith,82,"2007-01-17 00:00:00",9,0,0,2,3.91,0,1,0,0,0,0,2,2,2,1,0
E5p6Zo3bgxLepIS0zUuERQ,Jen,76,"2012-07-31 00:00:00",5,3,2,4,4.05,11,1,1,0,0,3,1,13,13,8,0
e5TMLOIqfyiJ-5PDkm2hMw,Nancy,108,"2011-05-23 00:00:00",54,7,12,8,3.95,4,3,0,1,0,6,7,9,9,4,4
