id,name,review_count,yelping_since,useful,funny,cool,fans,average_stars,compliment_hot,compliment_more,compliment_profile,compliment_cute,compliment_list,compliment_note,compliment_plain,compliment_cool,compliment_funny,compliment_writer,compliment_photos
CwB2vZ2HytT2rvXLh5_XSg,Adam,42,"2010-03-20 00:00:00",1,0,0,0,3.76,0,0,0,0,0,1,2,0,0,0,0
CWdtEYXEXSeqU6bLJ-rN6g,Warren,61,"2012-03-08 00:00:00",75,3,1,3,2.41,0,0,0,0,0,1,0,0,0,0,0
CWwIBuK3VMtKrk_OlnWZkA,Rainier,456,"2010-09-10 00:00:00",56,29,32,16,3.88,3,3,1,2,0,4,7,8,8,5,2
CxdG0nHAGIjii0mT22y7mQ,B,47,"2011-12-12 00:00:00",0,0,0,1,3.24,0,0,0,0,0,0,0,0,0,1,0
CxDOIDnH8gp9KXzpBHJYXw,Jennifer,5868,"2009-11-09 00:00:00",1241,1968,959,610,3.29,627,187,33,65,92,1229,3393,1434,1434,422,1138
CxH8aA8N1v1qKHJ7oRYaqw,Michael,22,"2014-04-02 00:00:00",0,0,0,0,4.26,0,0,0,0,0,0,0,0,0,0,0
cy1ikQMm1w3YCgl-Cy2dYA,Amelia,299,"2011-05-04 00:00:00",98,69,168,19,3.8,6,3,0,0,0,12,19,26,26,10,2
Cy7k3jFH2LWct-LC294v_g,Joyce,52,"2010-04-27 00:00:00",79,9,12,3,3.56,8,1,0,0,0,14,14,11,11,7,2
CY9iLsE2z_yLhLqJdD1WGw,Anthony,1302,"2009-08-31 00:00:00",4261,667,2190,340,4.15,1287,207,140,32,16,1737,2301,2535,2535,1054,710
CyAl5D-GjX-ZtqdQqG4_ew,Dave,1466,"2009-04-30 00:00:00",100,57,9,58,3.78,21,36,5,1,2,32,59,114,114,117,3
CyI-D0XwY5uYnyhfV-BhRQ,Paul,31,"2015-05-24 00:00:00",2,0,0,1,4.34,0,0,0,0,0,0,0,0,0,0,0
cYtcDmRDNbwi9eHvc8Vayg,Tracy,179,"2015-05-03 00:00:00",74,19,8,16,3.79,3,2,0,0,0,5,6,6,6,5,0
CYWHrNJGsEXIouVA8UuigQ,PJ,105,"2012-03-13 00:00:00",20,1,4,3,3.42,1,0,0,0,0,2,4,1,1,0,0
CyZh-5e1je9HVlXAq1bYqg,Ellie,21,"2010-07-25 00:00:00",8,1,4,0,3.17,0,0,0,0,0,0,0,1,1,0,0
cZ42NXqAN2jxqUgirS5Xww,David,123,"2006-12-28 00:00:00",176,141,168,5,4.24,11,3,0,7,1,4,7,13,13,2,2
CzcR8SO08sqwY4nVW7mGTA,Briana,30,"2012-01-06 00:00:00",0,0,0,3,4.13,0,1,1,0,0,0,1,0,0,0,0
CzL4ooYvSnbC9p3rkjFcNA,Kim,108,"2014-04-22 00:00:00",73,13,15,8,4.32,0,1,0,1,0,2,10,1,1,2,5
cZMHvCWXttlL8laGDJqlZQ,Katie,30,"2012-04-03 00:00:00",4,1,1,0,4.65,0,0,0,0,0,0,0,0,0,0,0
czpjHPLH8P2zkI1x78UJGQ,Khanh,39,"2010-03-22 00:00:00",0,0,1,4,3.74,0,0,0,0,0,3,0,2,2,0,1
CzPjZTdiRsNHew882g4eAw,Jennifer,118,"2011-03-18 00:00:00",101,16,8,4,3.98,1,0,0,0,0,1,3,3,3,3,0
cZrsBqcs3-UGmsCwvvPutA,James,244,"2011-06-09 00:00:00",5,2,0,3,4.02,0,0,0,0,0,5,3,1,1,3,0
CZz9iFuILPC9FDYVG_zunQ,Tiffany,447,"2008-02-03 00:00:00",970,724,781,60,3.81,135,27,27,7,8,44,104,164,164,117,17
C_cdjSNzJ70owXGXw_GlQA,Maria,44,"2009-01-23 00:00:00",0,1,0,1,3.75,0,0,0,0,0,2,0,0,0,0,0
c_iJMR5VUop6Ur2Yq52oSQ,Kristin,44,"2014-11-10 00:00:00",0,0,0,0,3.25,0,0,0,0,0,0,0,0,0,0,0
C_uFL0KXGMaENzNMr7tIXA,Vince,48,"2008-10-24 00:00:00",5,0,1,0,3.84,0,0,0,0,0,0,0,1,1,0,0
C_uRsDTTRhXeBOXCThSh7Q,Derek,139,"2013-08-08 00:00:00",148,37,33,6,3.77,5,0,0,0,0,4,2,9,9,19,2
D-kao_LyrlEOIOR9EAf39g,Jen,436,"2012-07-30 00:00:00",6,4,2,23,3.96,3,0,0,0,0,2,4,3,3,2,1
d1GNJ79HtRkjgqIiraL_nQ,N,100,"2009-02-28 00:00:00",15,1,1,1,3.82,1,0,0,0,0,1,1,2,2,0,0
d1i04S496Aq6SUQD8yIUNA,Blanc,240,"2015-09-09 00:00:00",36,47,6,1,3.57,1,0,0,0,0,0,5,1,1,0,0
D1NCjcx8eq8USGEuPTMWeA,Kelsey,109,"2015-03-18 00:00:00",17,7,0,10,4.42,5,1,0,0,0,10,8,9,9,9,3
D2-EP79EwhTBcY5YYrVzPg,Cameron,21,"2012-06-29 00:00:00",7,0,1,1,3.76,1,0,0,0,0,0,1,1,1,0,0
D2d7s-UGkDfjTEjkViTNxQ,Sam,191,"2015-10-06 00:00:00",22,12,12,2,4.16,6,1,0,0,0,4,4,5,5,2,4
d2Q8D9ABP0_4qYF0uRuH4g,"Kelly Busonick",50,"2016-03-29 00:00:00",2,0,0,1,3.86,0,0,0,0,0,0,0,0,0,0,0
D3fMOm7fQNb0v1L7uedrsQ,Kaz,140,"2009-05-30 00:00:00",122,47,31,2,3.65,1,0,0,0,0,3,4,2,2,2,0
D3kM83KJ-0TceDEOyqKflA,Patrick,460,"2009-03-09 00:00:00",1497,1023,1142,35,3.4,18,8,2,1,10,42,89,81,81,51,5
d3t_8Zbfx9YysPNqqufn7Q,Tammy,312,"2011-07-19 00:00:00",204,124,124,55,3.69,25,4,2,5,1,16,47,21,21,28,9
d3ypnBp6yDHWShML-9k5Ng,Charles,26,"2013-07-21 00:00:00",14,1,1,0,3.84,0,0,0,0,0,0,0,0,0,0,0
D5z__MNt3IqZyLQE_Yerjw,Dara,20,"2014-11-22 00:00:00",0,6,0,0,4,0,1,0,1,0,0,0,0,0,0,0
d6A8O1HbjJ0QfOequw1VTA,Veronica,57,"2015-01-23 00:00:00",5,1,2,3,4.21,0,0,0,0,0,1,1,0,0,1,0
d6PmY-xFWzGM-BmniJ0BEg,Xiaoyu,48,"2010-08-01 00:00:00",3,4,2,5,3.98,1,1,0,0,0,2,2,1,1,0,0
d7D4dYzF6THtOx9imf-wPw,Regina,876,"2008-12-05 00:00:00",8112,7255,7344,155,3.66,423,39,28,7,4,326,553,692,692,424,263
d7DCa-j4lHGei1eIl0d3kQ,Kari,403,"2007-10-11 00:00:00",177,76,47,11,3.73,2,1,0,0,0,6,4,4,4,1,0
D8h69TfoactSQasSubyFbA,Brian,25,"2008-02-07 00:00:00",5,5,1,5,4.44,4,0,0,0,0,1,1,2,2,0,3
d8KR5c1ievS0C53h4fhEeQ,Kevin,1772,"2011-09-26 00:00:00",12,50,14,141,3.84,24,11,2,0,0,35,45,67,67,38,52
D9ATcRG8pld4ZQXVW6SG0g,Annie,75,"2012-04-26 00:00:00",91,18,19,11,3.51,4,4,0,0,0,5,4,6,6,2,1
d9hlzBQ_9ZKfShAfTgvSAA,Corrie,22,"2010-01-17 00:00:00",20,3,1,1,3.64,0,0,1,0,0,0,1,0,0,0,1
d9JuPUj2XDiBp0gW5mS8tg,Cindy,177,"2013-03-17 00:00:00",27,2,3,17,3.99,5,2,1,0,0,5,12,7,7,13,0
D9R3Fc79RxMVwICT7q3cSA,Matt,191,"2012-12-03 00:00:00",416,356,372,43,4.09,130,8,7,1,0,32,252,275,275,40,42
da1sp2HZOWS5BR0QP7Zfew,Susan,45,"2014-09-20 00:00:00",0,0,0,0,4.04,0,0,0,0,0,0,0,0,0,0,0
Da3Nv4z8GyiD0nWRTMnjNQ,Lula,36,"2013-10-23 00:00:00",9,1,0,7,4.38,0,0,0,0,0,0,0,0,0,0,0
dACvvbM0FyT1Jo5QGVLN4g,Brianna,148,"2010-01-26 00:00:00",21,2,4,5,3.64,2,2,0,0,0,4,3,13,13,1,1
Daf7iaZrKXpy5Ma53VXQ-Q,John,177,"2010-12-04 00:00:00",96,16,43,24,3.6,12,2,3,0,0,5,26,19,19,29,2
DAIF6BwUEBCPqPvhNby9IQ,Dorothy,414,"2008-04-12 00:00:00",76,77,75,14,3.16,10,4,0,3,2,13,11,14,14,11,4
DAt-A8_s1xeyJTeaRjrBSQ,Helga,66,"2015-08-07 00:00:00",4,0,14,0,3.97,0,0,1,0,0,0,1,0,0,0,1
Dav5aXAklIoiWQTA3wmfJw,Brian,136,"2013-04-22 00:00:00",119,5,98,2,4.1,1,0,0,0,0,2,2,6,6,3,5
daxg69Zq3Kc5keN16S_rxg,Helen,54,"2008-10-08 00:00:00",0,3,1,1,3.48,0,0,0,0,0,1,0,0,0,0,0
db6zYDb-ZNuIUxuLaGY07A,David,53,"2009-01-24 00:00:00",2,3,0,1,3.55,0,0,0,0,0,0,3,2,2,0,0
dbDAJfBd2odPJiLqPeH3DQ,S,25,"2011-12-13 00:00:00",3,0,0,0,3.88,0,0,0,0,0,0,1,0,0,0,0
DbMIP2RT7awyVmYa3H7Tkw,Bill,91,"2013-05-08 00:00:00",3,1,2,4,3.66,0,0,0,0,0,0,0,0,0,1,0
dBrFv8iwboVNxE5hX74EVQ,Kristen,408,"2008-01-04 00:00:00",29,22,12,33,3.9,27,7,1,7,3,20,44,30,30,19,6
dbWHoB7g9R7SJ9mvl5AxIg,Adam,132,"2007-03-05 00:00:00",3,7,0,5,3.68,3,1,2,0,0,1,3,4,4,1,0
dceUPs8J893qgE6GsBKXiw,Jackie,273,"2009-08-14 00:00:00",512,175,143,18,4.22,20,3,1,5,1,16,22,35,35,13,6
DCN9o5GSOy2RN2ZXRC_24g,Jessica,36,"2015-04-16 00:00:00",0,0,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0
DcXzZF-RR6l4KFYIBLT1bw,Jonathan,56,"2010-01-03 00:00:00",23,20,23,5,3.86,8,1,0,1,0,8,22,14,14,7,5
DcY70IPWXm6w5ays04TLiQ,Adam,51,"2011-09-14 00:00:00",5,2,1,0,3.35,0,0,0,0,0,0,1,1,1,0,2
DcYPv2jxIATJRFzlPWOtYA,Chan,214,"2010-09-06 00:00:00",17,6,7,27,3.97,3,2,0,0,0,8,12,18,18,17,12
DdK4ozTJHW5aTIWIF3XnCw,Tee,29,"2010-05-17 00:00:00",22,6,3,4,3.62,2,0,0,1,0,0,2,3,3,0,1
DdMehJW5q4dqBXaxApMiGA,Christine,134,"2009-01-24 00:00:00",754,657,627,16,3.75,54,4,3,2,0,21,101,50,50,7,2
dDotvMVDm7deToslv3R2QQ,Wanda,32,"2012-12-27 00:00:00",2,1,0,0,4.03,0,0,0,0,0,1,2,0,0,0,0
DdPmSSUteEpX9hG4xGYa-Q,Greg,68,"2009-12-07 00:00:00",20,9,19,1,4.19,0,0,0,0,0,0,0,0,0,0,0
De-dImXf-TOFWWPTUWwIvw,Ben,154,"2011-06-09 00:00:00",97,66,61,11,4.07,19,4,0,1,0,20,51,35,35,23,3
DeeIjqSR99Srxd9YY3lSOQ,Brittany,45,"2011-04-24 00:00:00",67,1,0,4,3.86,0,0,0,0,0,0,2,0,0,1,0
DEjRvKAJWCrjCaEP-FVJ-g,Dana,176,"2015-05-30 00:00:00",536,229,222,10,4.32,6,3,0,0,0,38,33,41,41,8,8
deL6e_z9xqZTIODKqnvRXQ,Nikki,475,"2011-04-09 00:00:00",2893,2060,2046,168,3.51,646,33,28,29,9,200,521,482,482,184,439
DeMB9AsAoUMskzRStGnZmg,Stacy,662,"2010-05-05 00:00:00",59,64,16,31,4.07,15,4,3,2,8,18,34,22,22,14,1
dF6j86LQWN3RS0r-Oz5Q2A,Nina,69,"2011-01-24 00:00:00",3,2,2,1,3.73,0,0,0,0,0,0,2,1,1,2,2
DF9te4gmEKtjiCMC6uYEUw,Shannon,55,"2012-07-18 00:00:00",11,4,2,2,3.35,3,1,1,0,0,4,3,2,2,1,2
DFih6Bhiw6_slNN5z39c4g,Steven,543,"2010-01-07 00:00:00",37,13,14,26,3.82,8,1,6,2,2,6,15,23,23,16,0
dfMjR5ybxLJvgcj28uvbAw,Lauri,45,"2012-03-27 00:00:00",0,0,1,0,3.87,0,0,0,0,0,0,0,0,0,0,0
DFmYBlW29FaofQdOWlsnrg,W,52,"2010-03-06 00:00:00",1,0,0,0,4.15,1,0,0,0,0,1,0,0,0,0,0
DFzs85LXiL3xNfzuaFAEOQ,Yawen,93,"2015-03-22 00:00:00",4,2,3,11,3.86,3,0,0,0,0,2,1,3,3,3,1
dgGvV5IR49pY3eiGY7IAjQ,Jerod,240,"2010-08-16 00:00:00",3,2,1,5,4.07,1,2,0,0,0,3,5,3,3,3,0
dgJJM0RnEO22W6XpzKxXSA,Brittany,59,"2015-06-06 00:00:00",6,1,1,4,4.38,0,3,0,0,0,1,0,5,5,2,0
Dgk0Wdoh7HPjhKQEPBU_jQ,Diane,183,"2014-04-25 00:00:00",5265,1108,677,38,3.71,40,10,1,3,2,54,94,128,128,27,50
dGK1TLZygb93n-ugKCw9yg,Amy,98,"2012-03-21 00:00:00",37,5,3,11,4,1,2,3,0,1,4,11,3,3,4,0
dGMZdcbYbCeQpkP2ZaLB3g,Ruo,35,"2011-12-29 00:00:00",0,0,0,0,3.97,0,0,0,0,0,0,0,0,0,0,0
dGQKx2tNSWjoSBy9qnUHlw,Chrys,57,"2012-12-31 00:00:00",6,1,0,6,4,0,0,0,0,0,1,2,0,0,0,0
DgrkaxfNoMP1nGGrDcpkOw,Danny,180,"2009-01-24 00:00:00",101,77,76,9,3.73,4,1,4,0,1,14,53,29,29,12,0
Dgx185t0xrXT8nboVCNBqA,Shane,549,"2009-08-05 00:00:00",369,243,332,32,3.81,17,6,2,1,2,25,66,66,66,22,18
DhSJTeU9Zh0lxTVeZFBJKA,Courtney,36,"2016-08-31 00:00:00",1,0,0,0,4.25,0,0,0,0,0,0,0,0,0,0,0
DhUgwwgAdzbIuKw3MaV0kw,Joe,202,"2013-04-24 00:00:00",1,2,1,6,3.98,6,0,0,0,0,14,3,17,17,6,0
dhUlXwE-Erubx6t6s1AkpQ,Eric,141,"2011-10-05 00:00:00",0,0,0,1,3.77,0,1,1,0,0,0,0,1,1,2,0
didQq47ggh7iAxd5_wkuQQ,Katrina,45,"2015-01-22 00:00:00",20,5,5,4,4.07,1,1,0,0,0,0,3,2,2,0,0
DiEBu0Fob4Hrcsxn6BFbAw,Rolf,173,"2011-06-29 00:00:00",99,30,50,7,3.25,1,0,0,0,0,2,3,0,0,1,1
dIHHaoF-yyIvBFEOyEQ8Pw,Ta'Brechi,142,"2015-11-21 00:00:00",213,1,11,6,4.38,0,0,0,0,0,4,6,9,9,2,4
DiIGNLfBYaED0s9ONCGECw,Molly,66,"2011-05-25 00:00:00",11,1,1,3,3.69,0,0,0,0,0,0,0,2,2,0,0
dIIKEfOgo0KqUfGQvGikPg,Gabi,1817,"2007-08-10 00:00:00",20789,13448,21269,775,4.06,1524,84,90,226,96,1146,3241,2088,2088,451,238
dIQnYbjf-rTxn5dQoRr0bg,Kristen,907,"2005-09-22 00:00:00",1250,192,171,53,3.74,93,5,7,7,1,47,71,110,110,28,18
DjAv9MNFR3zoc_mpN0kebg,Ben,74,"2010-06-15 00:00:00",10,5,0,0,3.81,0,0,0,0,0,2,1,0,0,0,0
DjcRgZ0cJbf6-W2TxvFlBA,Jessica,96,"2012-07-05 00:00:00",5,0,1,1,4.34,0,0,0,0,0,7,2,2,2,0,0
dJGFAOy1nx1iVeVN4CCP0w,Rick,32,"2015-03-22 00:00:00",10,0,4,1,3.27,0,0,0,0,0,1,1,0,0,1,0
djP46l4v0TQTqhLa-ZB1xw,Gee,462,"2010-04-12 00:00:00",4,2,0,43,3.6,11,4,2,2,0,12,7,12,12,8,6
djxnI8Ux8ZYQJhiOQkrRhA,Abby,1992,"2008-05-09 00:00:00",18672,5855,12910,1263,4.12,2513,219,208,258,102,1954,8896,3522,3522,895,505
DJ_OjM_ikT6oihf2gZRYfg,Wey,22,"2013-09-18 00:00:00",0,0,1,1,2.94,0,0,0,0,0,3,0,0,0,0,0
DK57YibC5ShBmqQl97CKog,Karen,2063,"2006-01-28 00:00:00",10005,8383,10182,255,3.87,1903,88,89,25,14,382,1315,2102,2102,480,1622
Dk9fQQNJcUklrW9qVVrwDA,Jessica,26,"2011-07-24 00:00:00",3,2,1,0,3.96,0,0,0,0,0,2,1,0,0,0,0
DKcq6HId6G2UEUlIstBfWw,Tee,27,"2013-04-02 00:00:00",2,0,0,0,3.25,0,0,0,0,0,0,0,0,0,0,0
DKdrbKe7GCw6mIcAep63dw,Christopher,32,"2011-01-30 00:00:00",0,0,0,0,3.44,0,1,0,0,0,0,0,0,0,0,0
DKjrhsNIOIqGtKMdIDRdzw,Shayna,27,"2013-07-03 00:00:00",24,0,5,0,3.81,0,0,1,0,0,1,0,0,0,0,0
DKmUukETiMVidu548TE-zw,Candice,560,"2007-06-26 00:00:00",28,66,29,19,3.76,9,4,1,4,2,11,12,35,35,19,3
DkNnBpsjC0b2cnAwai0rKw,Homer,44,"2013-01-12 00:00:00",0,1,1,2,3.89,2,1,0,0,0,0,2,0,0,1,0
dKpztmn0T27N4k1qo6PEZA,Kristina,23,"2009-04-16 00:00:00",42,6,7,2,2.62,0,0,0,1,0,1,0,1,1,0,0
dkU6EJQjRDOmYMFfXyXTkA,Pete,36,"2009-05-11 00:00:00",6,0,1,1,3.89,0,1,0,0,0,0,0,1,1,2,0
DLb5v7WoHQc7MR9hxMESIw,Valerie,171,"2009-01-30 00:00:00",3095,1181,2628,30,3.93,117,25,7,9,14,47,187,178,178,59,10
dLEHFLiIm-6vjC3NtlvrTg,Briggitte,36,"2009-11-11 00:00:00",0,1,0,2,3.5,0,0,0,0,0,0,0,0,0,0,0
dLMMJAyI-4dqexuB65wcIQ,Amy,312,"2007-07-17 00:00:00",65,38,43,12,3.63,15,3,2,4,0,7,21,23,23,3,2
dLoUSe9E25agXphQjx8Svg,Alex,73,"2011-08-20 00:00:00",59,5,4,12,3.68,5,0,0,0,0,4,3,7,7,3,3
DLRx9eeSPzOb7QRImcbTTQ,Sean,106,"2013-03-30 00:00:00",6,3,5,4,4.19,1,0,0,0,0,1,5,0,0,5,0
dM1HHK4szA5Qs6NSAaEk1Q,Jasmine,155,"2012-07-15 00:00:00",89,25,26,6,3.82,20,1,2,0,0,5,21,24,24,8,1
dM2Pvd9v-hewm3oZpLczNw,Rich,135,"2011-10-20 00:00:00",149,83,102,3,3.26,3,0,1,0,0,17,16,10,10,12,0
dM2XdW0xUgCrHBYPg7jXfA,Eric,218,"2010-12-12 00:00:00",757,558,538,11,3.46,0,3,0,0,0,15,18,20,20,11,2
DmAHxBza89GIcYTt_Mg7ag,Arash,28,"2014-10-04 00:00:00",12,0,0,0,3.97,0,0,0,0,0,0,0,0,0,0,0
DMAy-lJBsHbQoUYTsTHWog,Chris,65,"2013-05-26 00:00:00",482,36,52,4,4.45,2,1,0,0,0,1,12,5,5,1,1
DMGFkG1m06GHCAZBIA6PtQ,Leah,26,"2013-01-12 00:00:00",2,1,0,0,3.62,0,0,0,0,0,0,0,0,0,0,0
DMiU2FxxOqyJ3H6iVpWTYg,Ed,32,"2012-08-26 00:00:00",38,3,4,0,4.56,0,0,0,0,0,1,2,1,1,1,0
dmRueUwj0JMTlNZfTj3ZWA,Tara,517,"2011-02-15 00:00:00",2628,1125,2332,81,3.62,263,12,2,1,0,68,218,234,234,56,39
DmS31Jk9fq7Msl5fNSLjkA,Betty,27,"2013-12-27 00:00:00",29,12,11,0,4.33,0,0,0,0,0,0,0,0,0,0,0
dmTv9PftC13bZeIEi0en6Q,Peggy,190,"2007-12-17 00:00:00",78,25,47,13,3.74,10,4,0,4,0,12,14,18,18,4,1
DmzgVCLy077BOamdTtweDQ,Phuong,359,"2010-11-06 00:00:00",149,70,68,12,3.52,6,3,0,0,0,76,7,4,4,2,24
dn2k7bJFXBKm1EWaQ4udpg,Jared,72,"2008-02-11 00:00:00",2,3,2,4,3.71,0,2,0,0,1,4,3,6,6,1,0
DnadiXc6s8q1evT6rUfZ1Q,Janine,140,"2011-09-14 00:00:00",44,18,15,3,3.48,14,1,1,0,0,16,25,8,8,5,1
dnHvmhmUgO2eLn-oJZdQbA,Erica,367,"2013-11-24 00:00:00",41,14,6,11,3.95,2,1,0,0,0,2,11,7,7,4,0
dNIxs3_qcAuF8S9kS9iFCQ,Rafaella,87,"2015-08-12 00:00:00",1,2,1,3,3.55,4,0,0,0,0,1,2,0,0,1,1
DNmGVmGPvwr88suI7P3lCQ,Ashley,426,"2012-05-25 00:00:00",10,5,5,24,3.61,3,3,2,1,0,1,8,4,4,7,3
dNpKiatJ_s7hVaiUrd0e-w,Chompawomp,530,"2007-03-04 00:00:00",20,44,12,11,3.4,0,0,1,0,0,10,16,3,3,1,1
DNsoNgAYGtKXsuDfoYZxkw,Joan,51,"2010-03-22 00:00:00",8,1,0,2,3.42,0,0,0,0,0,0,0,0,0,0,0
doakp5P6UNaifix2Ofstew,Lola,74,"2011-01-04 00:00:00",10,0,0,2,3.66,0,0,0,0,0,2,1,1,1,1,0
DOKpSW45xI-wsAg9MBX1YA,Shayne,68,"2012-06-20 00:00:00",3,3,0,1,3.38,0,0,0,0,0,1,4,0,0,0,0
Dok_7tji5ImFr8BUMha4nQ,Tristen,31,"2010-10-15 00:00:00",0,2,0,1,3.52,1,1,0,0,0,0,0,0,0,0,0
dOs2lX_bHsC0seR6jTH20g,Emily,26,"2015-11-07 00:00:00",0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0
doSyx21vXquQbAP3GhrE8w,Court,39,"2013-12-31 00:00:00",7,0,1,1,3.71,0,2,0,0,0,1,0,2,2,0,0
dOToLu56S6tFK9WXiGd_WQ,C,23,"2012-05-19 00:00:00",1,0,0,0,3.92,0,0,0,0,0,0,0,0,0,0,0
DOZ9inLpd04Ic0Mm1d9fbw,Bert,249,"2008-10-26 00:00:00",76,79,67,15,3.99,28,7,0,5,3,31,13,32,32,12,0
dP2vQRFB0xK5bD-aCGZM1w,Linda,506,"2007-07-12 00:00:00",12,28,0,11,3.78,19,5,4,2,0,7,16,24,24,4,0
Dp46RxtmR5VwB3kt9UH5Xw,C,73,"2011-11-03 00:00:00",10,2,0,0,2.65,0,2,0,0,0,0,0,0,0,0,0
DpeDKYZbsuvigm47CL9N-w,Grace,92,"2013-08-05 00:00:00",2,1,0,1,3.21,0,0,0,0,0,0,0,1,1,0,1
dPG1cOGb7ZnyaUl8M7h4bQ,Rou,339,"2009-11-22 00:00:00",86,20,20,6,4.26,2,1,0,1,0,4,5,4,4,4,3
DPiFhHWkOUFkuE9hphJVMw,Elana,143,"2011-02-12 00:00:00",8,1,6,2,4.03,0,0,0,0,0,2,0,1,1,0,0
DPJsO89jaPFSjWsTGAe0vw,Carrie,105,"2016-01-31 00:00:00",1,0,0,1,3.94,0,0,0,0,0,0,0,0,0,1,1
dpKG-h1E0qHRiKfPWa4JEg,Jeremy,166,"2011-01-10 00:00:00",32,3,1,4,3.71,0,0,0,0,0,2,3,1,1,0,0
dPLaY-t4BF7KZI9SXABg5A,Meg,426,"2011-08-16 00:00:00",1484,286,959,53,4.45,192,10,2,4,3,26,93,261,261,90,71
DPtOaWemjBPvFiZJBi0m8A,Robyn,292,"2010-12-11 00:00:00",26,13,15,10,3.8,20,3,1,1,0,21,35,21,21,26,8
dPY7bBf9hY94Fr-XXuzcCA,Brittany,115,"2011-05-29 00:00:00",96,46,55,26,3.86,15,3,3,3,0,11,11,21,21,5,4
dPyoiUYkHngAkns1gzzhFA,Jennifer,132,"2013-01-21 00:00:00",13,2,0,6,4.28,1,0,0,0,0,1,4,0,0,1,1
dQ2W7VBCnTBr9lO_cG_fPg,Joel,31,"2013-01-27 00:00:00",1,0,0,0,4.73,0,0,0,0,0,0,1,0,0,0,0
Dqb34bnL4dzwZvySx--qqQ,Annie,250,"2013-04-02 00:00:00",79,40,40,107,4.13,62,15,6,7,1,42,105,120,120,43,31
DQcyAh_jBkQ1xsI8AN6CGg,Kyle,82,"2010-07-18 00:00:00",1,0,0,0,3.45,0,1,0,0,0,0,1,0,0,2,0
DQDQmGNweEskv1I224LtiA,RONNIE,21,"2011-04-03 00:00:00",25,3,4,0,4,0,0,0,0,0,1,0,1,1,0,0
DqerHF_LwKeyoYp9SOq7Wg,Karolyn,38,"2012-05-31 00:00:00",1,0,0,2,3.49,0,0,0,0,0,0,1,0,0,0,0
DqNgAUKmZEFnLJcREzd5SA,Ian,509,"2013-05-12 00:00:00",2634,2311,2342,47,4.03,16,6,0,0,0,42,106,132,132,20,52
dqo-o6O847KTF3NDADxxDg,Craig,302,"2011-12-12 00:00:00",321,311,317,21,3.78,21,5,0,1,0,9,9,31,31,43,0
Dqyilw6XaxiXxGSU_b-X8g,Kevin,29,"2013-12-02 00:00:00",82,74,78,3,4.66,0,0,0,0,0,0,1,2,2,0,0
dR0MpS-44gB2XVY3A37Mvg,Natan,23,"2014-12-21 00:00:00",0,0,0,1,4.56,0,0,0,0,0,1,0,0,0,0,0
drmTj6FQRWgek_VooTDqZg,Anine,131,"2009-12-30 00:00:00",6,1,7,12,3.6,4,0,1,1,0,5,6,10,10,9,3
DroahjaLtn3K9CrUOFqJuQ,Jeffrey,63,"2012-06-03 00:00:00",21,6,2,2,3.81,1,1,0,0,0,0,2,1,1,0,0
drrUNO_oPVFTCl0Piew-0Q,Rachel,1285,"2008-04-05 00:00:00",56,22,10,116,3.7,20,6,7,5,1,49,51,62,62,47,23
dRTsqnuEtOT3DoYaGnBCSw,Anni,31,"2011-01-05 00:00:00",232,3,5,1,2.81,0,0,0,0,0,0,0,0,0,0,0
dRXZJUus5lyIRPtGHORJpA,Carolyn,134,"2007-01-06 00:00:00",1508,241,183,2,3.85,0,0,0,0,1,1,1,1,1,2,0
dR_rEskmBSyY3AuI-84dUQ,Regina,668,"2013-11-18 00:00:00",157,71,59,185,3.72,52,9,5,12,0,49,72,83,83,76,74
dSa20mqhJ3V2LriHJDiTeQ,Wil,36,"2009-06-28 00:00:00",3,1,0,0,3.08,0,0,0,0,0,4,1,4,4,1,0
Dsd0O8lMU5ieX2lisJkJsQ,G,36,"2014-01-03 00:00:00",1,0,0,0,4.24,0,0,0,0,0,0,0,0,0,0,0
Dsttw_TT4-57Bb8w2y6ZNw,Jeremiah,30,"2010-01-07 00:00:00",7,3,1,2,3.94,0,0,0,0,0,1,1,0,0,0,0
dt-1bOZt4PbXdelDf-hmhg,Q,28,"2015-09-25 00:00:00",0,0,0,0,3.86,0,0,0,0,0,0,0,0,0,0,0
Dt3NXIcEELyqnWz3fSHi-Q,Izzy,24,"2008-11-19 00:00:00",15,4,4,4,4.67,0,0,0,0,0,0,0,4,4,0,0
DT5JuPKzBEyJCN3EwZV9KQ,Amy,838,"2011-12-06 00:00:00",36,15,12,199,3.69,69,14,11,8,1,56,93,117,117,88,66
dt7hSz_Uh8-PdIlvefVwbQ,Delvia,129,"2014-03-10 00:00:00",17,1,0,4,3.48,0,0,0,0,0,0,3,1,1,1,0
DTB3kUme6_vRQDw00ZTSVQ,Sabina,26,"2010-08-15 00:00:00",8,1,0,0,4.19,0,0,0,0,0,0,1,0,0,0,0
dTTcHu9AIclAP9VH2xUVjw,Renee,81,"2010-02-17 00:00:00",65,4,2,1,3.58,0,0,0,0,0,3,3,0,0,0,0
dTTFAM66wF5_b_ANM8rEHA,Melissa,104,"2008-12-29 00:00:00",19,20,3,11,3.24,0,2,0,0,0,10,3,5,5,5,0
